abysmal,[ə'bizməl],a.,极深的；糟透的,[abysmal](http://www.wordcyclopedia.com/english?abysmal)
academic,[ˌækə'demik],a.,学院的，学术的；理论的,[academic](http://www.wordcyclopedia.com/english?academic)
academician,[əˌkædə'miʃən],n.,院士；学会会员,[academician](http://www.wordcyclopedia.com/english?academician)
accede,[æk'si:d],v.,同意,[accede](http://www.wordcyclopedia.com/english?accede)
accelerate,[æk'seləreit],v.,加速；促进,[accelerate](http://www.wordcyclopedia.com/english?accelerate)
accentuate,[æk'sentjueit],v.,重读；强调,[accentuate](http://www.wordcyclopedia.com/english?accentuate)
access,['ækses],n.,通路；途径,[access](http://www.wordcyclopedia.com/english?access)
accessible,[ək'sesəbl],a.,易达到的；易受影响的,[accessible](http://www.wordcyclopedia.com/english?accessible)
accessory,[æk'sesəri],a.,附属的，次要的,[accessory](http://www.wordcyclopedia.com/english?accessory)
acclaim,[ə'kleim],v.,欢呼，称赞,[acclaim](http://www.wordcyclopedia.com/english?acclaim)
acclimate,[ə'klaimit],v.,使服水土; 使适应,[acclimate](http://www.wordcyclopedia.com/english?acclimate)
accolade,['ækəleid],n.,推崇；赞扬,[accolade](http://www.wordcyclopedia.com/english?accolade)
accommodate,[ə'kɔmədeit],v.,与„一致；提供食宿,[accommodate](http://www.wordcyclopedia.com/english?accommodate)
accommodating,[ə'kɔmədeitiŋ],a.,乐于助人的,[accommodating](http://www.wordcyclopedia.com/english?accommodating)
accompany,[ə'kʌmpəni],v.,伴随，陪伴,[accompany](http://www.wordcyclopedia.com/english?accompany)
accomplice,[ə'kɔmplis],n.,同谋者，帮凶,[accomplice](http://www.wordcyclopedia.com/english?accomplice)
accomplish,[ə'kɔmpliʃ],v.,完成，做成功,[accomplish](http://www.wordcyclopedia.com/english?accomplish)
accomplished,[ə'kɔmpliʃt],a.,完成了的；有技巧的，有造诣的,[accomplished](http://www.wordcyclopedia.com/english?accomplished)
accord,[ə'kɔ:d],v.,同意；一致,[accord](http://www.wordcyclopedia.com/english?accord)
accost,[ə'kɔst],v.,搭话,[accost](http://www.wordcyclopedia.com/english?accost)
accountability,[əˌkautə'biliti],n.,负有责任,[accountability](http://www.wordcyclopedia.com/english?accountability)
accrete,[æ'kri:t],v.,逐渐增长；添加生长；连生,[accrete](http://www.wordcyclopedia.com/english?accrete)
accretion,[æ'kri:ʃən],n.,自然的增加；增加物,[accretion](http://www.wordcyclopedia.com/english?accretion)
accrue,[ə'kru:],v.,(利息等)增大；增多,[accrue](http://www.wordcyclopedia.com/english?accrue)
accumulate,[ə'kju:mjuleit],v.,积聚，积累(collect),[accumulate](http://www.wordcyclopedia.com/english?accumulate)
accuracy,['ækjurəsi],n.,精确，准确,[accuracy](http://www.wordcyclopedia.com/english?accuracy)
accurate,['ækjurit],a.,精确的，准确的,[accurate](http://www.wordcyclopedia.com/english?accurate)
accuse,[ə'kju:z],v.,谴责，指责,[accuse](http://www.wordcyclopedia.com/english?accuse)
acerbic,[ə'sə:bik],a.,苦涩的；刻薄的,[acerbic](http://www.wordcyclopedia.com/english?acerbic)
acknowledge,[ək'nɔlidʒ],v.,承认；致谢,[acknowledge](http://www.wordcyclopedia.com/english?acknowledge)
acme,['ækmi],n.,顶点，极点,[acme](http://www.wordcyclopedia.com/english?acme)
acolyte,['ækəlait],n.,(教士的)助手，侍僧,[acolyte](http://www.wordcyclopedia.com/english?acolyte)
acorn,['eikɔ:n],n.,橡子，橡果,[acorn](http://www.wordcyclopedia.com/english?acorn)
acoustic,[ə'ku:stik],a.,听觉的，有关声音的,[acoustic](http://www.wordcyclopedia.com/english?acoustic)
acquaint,[ə'kweint],v.,使„熟知；通知,[acquaint](http://www.wordcyclopedia.com/english?acquaint)
acquaintance,[ə'kweintəns],n.,熟知；熟人,[acquaintance](http://www.wordcyclopedia.com/english?acquaintance)
acquainted,[ə'kweintid],a.,对某事物熟悉的；对某人认识的,[acquainted](http://www.wordcyclopedia.com/english?acquainted)
acquiesce,[ˌækwi'es],v.,勉强同意，默许,[acquiesce](http://www.wordcyclopedia.com/english?acquiesce)
acquired,[ə'kwaiəd],a.,后天习得的,[acquired](http://www.wordcyclopedia.com/english?acquired)
acquisitive,[ə'kwizitiv],a.,渴望得到的，贪婪的,[acquisitive](http://www.wordcyclopedia.com/english?acquisitive)
acquit,[ə'kwit],v.,宣告无罪；脱卸义务和责任；还清(债务),[acquit](http://www.wordcyclopedia.com/english?acquit)
acquittal,[ə'kwit(ə)l],n.,宣告无罪，开释,[acquittal](http://www.wordcyclopedia.com/english?acquittal)
acrid,['ækrid],a.,辛辣的，刻薄的,[acrid](http://www.wordcyclopedia.com/english?acrid)
acrimonious,[ækri'məunjəs],a.,尖刻的，严厉的,[acrimonious](http://www.wordcyclopedia.com/english?acrimonious)
acrimony,['ækriməni],n.,尖刻，刻薄,[acrimony](http://www.wordcyclopedia.com/english?acrimony)
acrobat,['ækrəbæt],n.,特技演员，杂技演员,[acrobat](http://www.wordcyclopedia.com/english?acrobat)
acrophobia,[ˌækrəu'fəubjə],n.,恐高症,[acrophobia](http://www.wordcyclopedia.com/english?acrophobia)
acuity,[ə'kjuiti],n.,(尤指思想或感官)敏锐,[acuity](http://www.wordcyclopedia.com/english?acuity)
acumen,[ə'kju:mən],n.,敏锐，精明ˌ聪明,[acumen](http://www.wordcyclopedia.com/english?acumen)
acute,[ə'kju:t],a.,灵敏的；[病]急性的,[acute](http://www.wordcyclopedia.com/english?acute)
adage,['ædidʒ],n.,格言，古训,[adage](http://www.wordcyclopedia.com/english?adage)
adamant,['ædəmənt],a.,强硬的；固执的,[adamant](http://www.wordcyclopedia.com/english?adamant)
adapt,[ə'dæpt],v.,使„适应；修改,[adapt](http://www.wordcyclopedia.com/english?adapt)
adaptable,[ə'dæptəbl],a.,有适应能力的；可改编的,[adaptable](http://www.wordcyclopedia.com/english?adaptable)
addendum,[ə'dendəm],n.,补充，附录,[addendum](http://www.wordcyclopedia.com/english?addendum)
addict,[ə'dikt],v.,沉溺；上瘾(者),[addict](http://www.wordcyclopedia.com/english?addict)
addition,[ə'diʃən],n.,增加，附加,[addition](http://www.wordcyclopedia.com/english?addition)
additive,['æditiv],n.,添加剂,[additive](http://www.wordcyclopedia.com/english?additive)
address,[ə'dres],v.,处理，对付，着手解决；致词,[address](http://www.wordcyclopedia.com/english?address)
adept,['ædept],a.,老练的，精通的,[adept](http://www.wordcyclopedia.com/english?adept)
adequate,['ædikwit],a.,足够的,[adequate](http://www.wordcyclopedia.com/english?adequate)
adhere,[əd'hiə],v.,粘着；依附ˌ拥护,[adhere](http://www.wordcyclopedia.com/english?adhere)
adherent,[əd'hiərənt],n.,拥护者，信徒,[adherent](http://www.wordcyclopedia.com/english?adherent)
adhesive,[əd'hi:siv],a.,胶合剂,[adhesive](http://www.wordcyclopedia.com/english?adhesive)
adjacent,[ə'dʒeisənt],a.,接近的，毗连的,[adjacent](http://www.wordcyclopedia.com/english?adjacent)
adjourn,[ə'dʒə:n],v.,使延期，推迟；休会,[adjourn](http://www.wordcyclopedia.com/english?adjourn)
adjunct,['ædʒʌŋkt],n.,附加物，附件,[adjunct](http://www.wordcyclopedia.com/english?adjunct)
adjust,[ə'dʒʌst],v.,整顿，整理；适应,[adjust](http://www.wordcyclopedia.com/english?adjust)
admire,[əd'maiə],v.,钦佩，赞赏,[admire](http://www.wordcyclopedia.com/english?admire)
admission,[əd'miʃən],n.,许可；入会费；承认,[admission](http://www.wordcyclopedia.com/english?admission)
admonish,[əd'mɔniʃ],v.,训诫；警告,[admonish](http://www.wordcyclopedia.com/english?admonish)
adobe,[ə'dəubi],n.,泥砖，土坯,[adobe](http://www.wordcyclopedia.com/english?adobe)
adolescent,[ˌædəu'lesnt],a.,青少年,[adolescent](http://www.wordcyclopedia.com/english?adolescent)
adopt,[ə'dɔpt],v.,收养；采纳,[adopt](http://www.wordcyclopedia.com/english?adopt)
adore,[ə'dɔ:],v.,崇拜；热爱,[adore](http://www.wordcyclopedia.com/english?adore)
adorn,[ə'dɔ:n],v.,装饰,[adorn](http://www.wordcyclopedia.com/english?adorn)
adroit,[ə'drɔit],a.,熟练的，灵巧的,[adroit](http://www.wordcyclopedia.com/english?adroit)
adulate,['ædjuleit],v.,谄媚，奉承,[adulate](http://www.wordcyclopedia.com/english?adulate)
adulterate,[ə'dʌltəreit],v.,掺假,[adulterate](http://www.wordcyclopedia.com/english?adulterate)
adumbrate,['ædʌmˌbreit],v.,(对将来事件)预示,[adumbrate](http://www.wordcyclopedia.com/english?adumbrate)
advent,['ædvənt],n.,到来，来临,[advent](http://www.wordcyclopedia.com/english?advent)
adventitious,[ˌædven'tiʃəs],a.,偶然的,[adventitious](http://www.wordcyclopedia.com/english?adventitious)
adverse,['ædvə:s],a.,不利的，相反的；敌对,[adverse](http://www.wordcyclopedia.com/english?adverse)
advertise,['ædvətaiz],v.,做广告,[advertise](http://www.wordcyclopedia.com/english?advertise)
advisable,[əd'vaizəbl],a.,适当的，可行的ˌ明智的,[advisable](http://www.wordcyclopedia.com/english?advisable)
advocacy,['ædvəkəsi],n.,拥护，支持,[advocacy](http://www.wordcyclopedia.com/english?advocacy)
advocate,['ædvəkit],v.,支持者，拥护者,[advocate](http://www.wordcyclopedia.com/english?advocate)
aegis,['idʒis],n.,盾；保护，庇护,[aegis](http://www.wordcyclopedia.com/english?aegis)
aerate,['eiəreit],v.,充气，让空气进入,[aerate](http://www.wordcyclopedia.com/english?aerate)
aerial,['eəriəl],a.,空中的，空气中的,[aerial](http://www.wordcyclopedia.com/english?aerial)
aesthete,['i:sθi:t],n.,审美家,[aesthete](http://www.wordcyclopedia.com/english?aesthete)
aesthetic,[i:s'θetik],a.,美学的，有审美感的,[aesthetic](http://www.wordcyclopedia.com/english?aesthetic)
affable,['æfəbl],a.,易于交谈的；和蔼的,[affable](http://www.wordcyclopedia.com/english?affable)
affectation,[ˌæfek'teiʃən],n.,做作，虚假,[affectation](http://www.wordcyclopedia.com/english?affectation)
affected,[ə'fektid],a.,不自然的；假装的,[affected](http://www.wordcyclopedia.com/english?affected)
affection,[ə'fekʃən],n.,爱,[affection](http://www.wordcyclopedia.com/english?affection)
affidavit,[ˌæfi'deivit],n.,宣誓书,[affidavit](http://www.wordcyclopedia.com/english?affidavit)
affiliate,[ə'filieit],v.,加入；联合,[affiliate](http://www.wordcyclopedia.com/english?affiliate)
affiliation,[əˌfili'eiʃən],n.,联系，联合,[affiliation](http://www.wordcyclopedia.com/english?affiliation)
affinity,[ə'finiti],n.,密切关系；(两性)吸引力,[affinity](http://www.wordcyclopedia.com/english?affinity)
affirm,[ə'fə:m],v.,确认；肯定,[affirm](http://www.wordcyclopedia.com/english?affirm)
affix,[ə'fiks],v.,词缀,[affix](http://www.wordcyclopedia.com/english?affix)
afflict,[ə'flikt],v.,使痛苦，折磨,[afflict](http://www.wordcyclopedia.com/english?afflict)
affliction,[ə'flikʃən],n.,悲痛，受难的起因,[affliction](http://www.wordcyclopedia.com/english?affliction)
affluence,['æfluəns],n.,充裕，富足,[affluence](http://www.wordcyclopedia.com/english?affluence)
affluent,['æfluənt],a.,富裕的，丰富的,[affluent](http://www.wordcyclopedia.com/english?affluent)
affordable,[ə'fɔ:dəbl],a.,能够支付的,[affordable](http://www.wordcyclopedia.com/english?affordable)
affront,[ə'frʌnt],v.,侮辱，冒犯,[affront](http://www.wordcyclopedia.com/english?affront)
agenda,[ə'dʒendə],n.,议程,[agenda](http://www.wordcyclopedia.com/english?agenda)
agglomerate,[ə'ɡlɔməreit],v.,凝聚，结块,[agglomerate](http://www.wordcyclopedia.com/english?agglomerate)
aggrandize,[ə'ɡrændaiz],v.,增大，扩张；吹棒,[aggrandize](http://www.wordcyclopedia.com/english?aggrandize)
aggravate,['æɡrəveit],v.,加重，恶化,[aggravate](http://www.wordcyclopedia.com/english?aggravate)
aggregate,['æɡriɡeit],v.,集合；合计,[aggregate](http://www.wordcyclopedia.com/english?aggregate)
aggression,[ə'ɡreʃən],n.,侵略；敌对的情绪或行为,[aggression](http://www.wordcyclopedia.com/english?aggression)
aggressive,[ə'ɡresiv],a.,好斗的；进取的,[aggressive](http://www.wordcyclopedia.com/english?aggressive)
aggressor,[ə'ɡresə(r)],n.,侵略者，攻击者,[aggressor](http://www.wordcyclopedia.com/english?aggressor)
aggrieve,[ə'ɡri:v],v.,使受委屈；使痛苦,[aggrieve](http://www.wordcyclopedia.com/english?aggrieve)
agile,['ædʒail],a.,敏捷的，灵活的,[agile](http://www.wordcyclopedia.com/english?agile)
agility,[ə'dʒiliti],n.,敏捷,[agility](http://www.wordcyclopedia.com/english?agility)
agitate,['ædʒiteit],v.,搅动，煽动；使不安，使焦虑,[agitate](http://www.wordcyclopedia.com/english?agitate)
agitated,['ædʒiteitid],a.,被鼓动的；不安的,[agitated](http://www.wordcyclopedia.com/english?agitated)
agnostic,[æɡ'nɔstik],a.,不可知论的,[agnostic](http://www.wordcyclopedia.com/english?agnostic)
agog,[ə'ɡɔɡ],a.,兴奋的，有强烈兴趣的,[agog](http://www.wordcyclopedia.com/english?agog)
agony,['æɡəni],n.,极大痛苦,[agony](http://www.wordcyclopedia.com/english?agony)
agrarian,[ə'ɡreəriən],a.,土地的,[agrarian](http://www.wordcyclopedia.com/english?agrarian)
agreeable,[ə'ɡriəbl],a.,令人喜悦的；欣然同意的,[agreeable](http://www.wordcyclopedia.com/english?agreeable)
agronomy,[əɡ'rɔnəmi],n.,农学，农艺学,[agronomy](http://www.wordcyclopedia.com/english?agronomy)
ail,[eil],v.,生病,[ail](http://www.wordcyclopedia.com/english?ail)
airborne,['eəbɔ:n],a.,空气传播的；空运的,[airborne](http://www.wordcyclopedia.com/english?airborne)
airtight,['eətait],a.,密闭的，不透气的,[airtight](http://www.wordcyclopedia.com/english?airtight)
alabaster,['æləbɑ:stə],a.,雪白的,[alabaster](http://www.wordcyclopedia.com/english?alabaster)
alacrity,[ə'lækriti],n.,乐意，欣然；敏捷，活泼,[alacrity](http://www.wordcyclopedia.com/english?alacrity)
albeit,[ɔ:l'bi:it],conj.,虽然，尽管,[albeit](http://www.wordcyclopedia.com/english?albeit)
alchemy,['ælkimi],n.,炼金术,[alchemy](http://www.wordcyclopedia.com/english?alchemy)
alcove,['ælkəuv],n.,凹室,[alcove](http://www.wordcyclopedia.com/english?alcove)
alert,[ə'lə:t],a.,警报,[alert](http://www.wordcyclopedia.com/english?alert)
alias,['eiliəs],n.,化名，别名,[alias](http://www.wordcyclopedia.com/english?alias)
alibi,['ælibai],n.,某人当时不在犯罪现场的申辩或证明,[alibi](http://www.wordcyclopedia.com/english?alibi)
alienate,['eiljəneit],v.,疏远，离间某人,[alienate](http://www.wordcyclopedia.com/english?alienate)
align,[ə'lain],v.,将某物排列在一条直线上；与某人结盟,[align](http://www.wordcyclopedia.com/english?align)
alimentary,[ˌæli'mentəri],a.,饮食的，营养的,[alimentary](http://www.wordcyclopedia.com/english?alimentary)
alkali,['ælkəlai],n.,碱,[alkali](http://www.wordcyclopedia.com/english?alkali)
allay,[ə'lei],v.,减轻，缓和,[allay](http://www.wordcyclopedia.com/english?allay)
allege,[ə'ledʒ],v.,(无证据)陈述，宣称,[allege](http://www.wordcyclopedia.com/english?allege)
allegiance,[ə'li:dʒəns],n.,忠诚，拥护,[allegiance](http://www.wordcyclopedia.com/english?allegiance)
allegory,['æliɡəriˌ 'æliɡɔ:ri],n.,寓言,[allegory](http://www.wordcyclopedia.com/english?allegory)
allergic,[ə'lə:dʒik],a.,过敏的；对„讨厌的,[allergic](http://www.wordcyclopedia.com/english?allergic)
allergy,['ælədʒi],n.,过敏症；厌恶,[allergy](http://www.wordcyclopedia.com/english?allergy)
alleviate,[ə'li:vieit],v.,缓和，减轻,[alleviate](http://www.wordcyclopedia.com/english?alleviate)
allocate,['æləukeit],v.,配给，分配,[allocate](http://www.wordcyclopedia.com/english?allocate)
allowance,[ə'lauəns],n.,津贴，补助；承认，允许,[allowance](http://www.wordcyclopedia.com/english?allowance)
allude,[ə'lju:d],v.,间接提到，暗指,[allude](http://www.wordcyclopedia.com/english?allude)
alluring,[ə'ljuəriŋ],a.,吸引人的，迷人的,[alluring](http://www.wordcyclopedia.com/english?alluring)
allusion,[ə'l(j)u:ʒən],n.,暗示，间接提示,[allusion](http://www.wordcyclopedia.com/english?allusion)
aloft,[ə'lɔft],adv.,在空中，在头顶上,[aloft](http://www.wordcyclopedia.com/english?aloft)
aloof,[ə'lu:f],a.,冷淡的，疏远的,[aloof](http://www.wordcyclopedia.com/english?aloof)
alphabetical,[ˌælfə'betikəl],a.,按字母表顺序的,[alphabetical](http://www.wordcyclopedia.com/english?alphabetical)
alter,['ɔ:ltə],v.,改变，更改,[alter](http://www.wordcyclopedia.com/english?alter)
alternate,[ɔ:l'tə:nitˌ 'ɔltə:ˌneit],a.,候选人，替代性选择,[alternate](http://www.wordcyclopedia.com/english?alternate)
altruism,['æltruizəm],n.,利他主义；无私,[altruism](http://www.wordcyclopedia.com/english?altruism)
altruistic,[ˌæltru'istik],a.,无私的，为他人着想的,[altruistic](http://www.wordcyclopedia.com/english?altruistic)
aluminium,[ˌælju:'minjəm],n.,铝,[aluminium](http://www.wordcyclopedia.com/english?aluminium)
amalgam,[ə'mælɡəm],n.,混合物,[amalgam](http://www.wordcyclopedia.com/english?amalgam)
amalgamate,[ə'mælɡəmeit],v.,合并；混合,[amalgamate](http://www.wordcyclopedia.com/english?amalgamate)
amass,[ə'mæs],v.,积聚,[amass](http://www.wordcyclopedia.com/english?amass)
amateur,['æmətə(:)],n.,业余爱好者,[amateur](http://www.wordcyclopedia.com/english?amateur)
amateurish,[ˌæmə'tə:riʃ],a.,业余爱好的，不熟练的,[amateurish](http://www.wordcyclopedia.com/english?amateurish)
ambidextrous,['æmbi'dekstrəs],a.,十分灵巧的,[ambidextrous](http://www.wordcyclopedia.com/english?ambidextrous)
ambiguous,[æm'biɡjuəs],a.,含糊的,[ambiguous](http://www.wordcyclopedia.com/english?ambiguous)
ambivalence,[æm'bivələns],n.,矛盾心理,[ambivalence](http://www.wordcyclopedia.com/english?ambivalence)
ambivalent,[æm'bivələnt],a.,(对人或物)有矛盾看法的,[ambivalent](http://www.wordcyclopedia.com/english?ambivalent)
amble,['æmbl],n.,漫步，缓行,[amble](http://www.wordcyclopedia.com/english?amble)
ambush,['æmbuʃ],v.,埋伏；伏击,[ambush](http://www.wordcyclopedia.com/english?ambush)
ameliorate,[ə'mi:ljəreit],v.,改善，改良,[ameliorate](http://www.wordcyclopedia.com/english?ameliorate)
amenable,[ə'mi:nəbl],a.,愿顺从的，通情达理的,[amenable](http://www.wordcyclopedia.com/english?amenable)
amend,[ə'mend],v.,修正，(通常向更好的方向)变化,[amend](http://www.wordcyclopedia.com/english?amend)
amendment,[ə'mendmənt],n.,改正，修正；[法]修正案,[amendment](http://www.wordcyclopedia.com/english?amendment)
amenity,[ə'mi:niti],n.,礼仪；使人感到舒适的事物,[amenity](http://www.wordcyclopedia.com/english?amenity)
amiable,['eimjəbl],a.,（人自身性格）和蔼的，亲切的,[amiable](http://www.wordcyclopedia.com/english?amiable)
amicable,['æmikəbl],a.,（对外界）友好的,[amicable](http://www.wordcyclopedia.com/english?amicable)
amity,['æməti],n.,(人或国之间的)友好关系,[amity](http://www.wordcyclopedia.com/english?amity)
amnesia,[æm'ni:zjə],n.,健忘症,[amnesia](http://www.wordcyclopedia.com/english?amnesia)
amnesty,['æmnesti],n.,大赦，特赦,[amnesty](http://www.wordcyclopedia.com/english?amnesty)
amorphous,[ə'mɔ:fəs],a.,无定形的,[amorphous](http://www.wordcyclopedia.com/english?amorphous)
amortize,[ə'mɔ:taiz],v.,分期偿还,[amortize](http://www.wordcyclopedia.com/english?amortize)
amphibian,[æm'fibiən],n.,两栖动物；水陆两用飞行器,[amphibian](http://www.wordcyclopedia.com/english?amphibian)
ample,['æmpl],a.,富足的；充足的,[ample](http://www.wordcyclopedia.com/english?ample)
amplify,['æmplifai],v.,放大；详述,[amplify](http://www.wordcyclopedia.com/english?amplify)
amplitude,['æmplitju:d],n.,广大，广阔,[amplitude](http://www.wordcyclopedia.com/english?amplitude)
amulet,['æmjulit],n.,护身符,[amulet](http://www.wordcyclopedia.com/english?amulet)
amuse,[ə'mju:z],v.,使愉快，逗某人笑,[amuse](http://www.wordcyclopedia.com/english?amuse)
anachronistic,[əˌnækrə'nistik],a.,年代出错的,[anachronistic](http://www.wordcyclopedia.com/english?anachronistic)
anaerobic,[ˌæneiə'rəubik],a.,厌氧的,[anaerobic](http://www.wordcyclopedia.com/english?anaerobic)
anagram,['ænəɡræm],n.,变形词,[anagram](http://www.wordcyclopedia.com/english?anagram)
analgesia,[ˌænæl'dʒi:zjə],n.,无痛觉，痛觉丧失,[analgesia](http://www.wordcyclopedia.com/english?analgesia)
analgesic,[ænæl'dʒi:sik],n.,止痛的,[analgesic](http://www.wordcyclopedia.com/english?analgesic)
analogous,[ə'næləɡəs],a.,类似的,[analogous](http://www.wordcyclopedia.com/english?analogous)
analogy,[ə'nælədʒi],n.,相似；类比,[analogy](http://www.wordcyclopedia.com/english?analogy)
analyze,['ænəlaiz],v.,分析，分解,[analyze](http://www.wordcyclopedia.com/english?analyze)
anarchist,['ænəkist],n.,无政府主义者,[anarchist](http://www.wordcyclopedia.com/english?anarchist)
anarchy,['ænəki],n.,无政府;政治上的混乱,[anarchy](http://www.wordcyclopedia.com/english?anarchy)
anathema,[ə'næθimə],n.,被诅咒的人；宗教意义的诅咒,[anathema](http://www.wordcyclopedia.com/english?anathema)
anatomical,[ˌænə'tɔmikəl],a.,解剖学的,[anatomical](http://www.wordcyclopedia.com/english?anatomical)
ancestor,['ænsistə],n.,祖先，祖宗,[ancestor](http://www.wordcyclopedia.com/english?ancestor)
ancestry,['ænsistriˌ 'ænsestri],n.,家系,[ancestry](http://www.wordcyclopedia.com/english?ancestry)
anchor,['æŋkə],v.,锚,[anchor](http://www.wordcyclopedia.com/english?anchor)
ancillary,[æn'siləri],a.,助手,[ancillary](http://www.wordcyclopedia.com/english?ancillary)
anecdote,['ænikdəut],n.,短故事；轶事,[anecdote](http://www.wordcyclopedia.com/english?anecdote)
anemia,[ə'ni:miə],n.,贫血，贫血症,[anemia](http://www.wordcyclopedia.com/english?anemia)
anesthetic,[ˌænis'θetik],n.,麻醉的,[anesthetic](http://www.wordcyclopedia.com/english?anesthetic)
anguish,['æŋɡwiʃ],n.,极大痛苦,[anguish](http://www.wordcyclopedia.com/english?anguish)
angular,['æŋɡjulə],a.,有角的；(指人)瘦削的,[angular](http://www.wordcyclopedia.com/english?angular)
anhydrous,[æn'haidrəs],a.,无水的,[anhydrous](http://www.wordcyclopedia.com/english?anhydrous)
animate,['ænimitˌ 'ænimeit],a.,赋予生命,[animate](http://www.wordcyclopedia.com/english?animate)
animated,['ænimeitid],a.,活泼的，生动的,[animated](http://www.wordcyclopedia.com/english?animated)
